name,short_name,symbol,exchange,fractional
"Ironwood Pharmaceuticals, Inc.",Ironwood Pharmaceuticals,IRWD,NASDAQ,False
iShares $ Corp Bond UCITS ETF USD Dist,iShares $ Corp Bond UCITS ETF,,London Stock Exchange,False
iShares $ Floating Rate Bond GBX UCITS,"iShares $ Floating Rate Bond
FLOS",,London Stock Exchange,False
iShares $ TIPS UCITS ETF USD (Acc),iShares $ TIPS,ITPS,London Stock Exchange,False
iShares $ TIPS UCITS ETF USD (Acc),iShares $ TIPS,IDTP,London Stock Exchange,False
iShares $ Treasury Bond 1-3yr UCITS ETF USD (Acc),"iShares $ Treasury Bond 1-3yr
IBTA",,London Stock Exchange,False
iShares AEX ETF EUR Dist,iShares AEX ETF EUR,IAEX,London Stock Exchange,False
iShares Core Corp Bond ETF GBP Dist,iSh Core CBond GBP,SLXX,London Stock Exchange,False
iShares Core EUR Corp Bond ETF EUR Dist,iSh Core CBond EUR,IEBC,London Stock Exchange,False
iShares Core EURO STOXX 50 EUR UCITS ETF EUR (Dist),iShares Core EURO STOXX 50 EUR,,Deutsche Börse Xetra,False
iShares Core EURO STOXX 50 GBX UCITS ETF EUR (Dist),iShares Core EURO STOXX 50 GBX,,London Stock Exchange,False
iShares Core EURO STOXX 50 UCITS ETF (DE),iShares Core EURO STOXX 50,,Deutsche Börse Xetra,False
iShares Core Global Aggregate Bond EUR UCITS ETF EUR Hedged (Acc),iShares Core Global Aggregate Bond EUR,,Deutsche Börse Xetra,False
iShares Core MSCI EM IMI ETF USD Dist,MSCI EM IMI NR USD,EIMU,London Stock Exchange,False
iShares Core MSCI EM IMI UCITS ETF USD Accumulating,iShares Core MSCI EM IMI,EMIM,London Stock Exchange,True
iShares Core MSCI Europe UCITS ETF EUR (Dist),iShares Core MSCI Europe,IMEU,London Stock Exchange,False
iShares Core MSCI Europe UCITS GBX ETF EUR (Acc),iShares Core MSCI Europe GBX,,London Stock Exchange,False
iShares Core MSCI Japan IMI UCITS ETF USD (Acc),"iShares Core MSCI Japan IMI
IJPA",,London Stock Exchange,False
iShares Core MSCI Japan IMI UCITS ETF USD (Acc),"iShares Core MSCI Japan IMI
SJPA",,London Stock Exchange,False
iShares Core MSCI Pacific ex-Japan UCITS ETF USD (Acc),"iShares Core MSCI Pacific ex-Japan
SXR1",,Deutsche Börse Xetra,False
iShares Core MSCI Pacific ex-Japan UCITS ETF USD (Acc),"iShares Core MSCI Pacific ex-Japan
CPXJ",,London Stock Exchange,False
iShares Core MSCI Pacific ex-Japan UCITS ETF USD (Acc),"iShares Core MSCI Pacific ex-Japan
CPJ1",,London Stock Exchange,False
iShares CorpBdInterestRateHgd UCITS ETF EUR(Dist),iShares Corp Bond Interest Rate Hedged UCITS,,London Stock Exchange,False
iShares Edge MSCIWorldValueFactorUCITS ETF USD Acc,iShares MSCI World Value Factor UCITS,,London Stock Exchange,False
iShares EUR Govt Bond 15-30yr ETF EUR Dist,iShEUR G.Bond 15-30y,IBGL,London Stock Exchange,False
iShares Fallen Angels High Yield Corp Bond UCITS ETF USD (Dist),"iShares Fallen Angels High Yield Corp Bond
RISE",,London Stock Exchange,False
iShares France Govt Bond UCITS ETF EUR (Dist),iShares France Govt Bond,IFRB,London Stock Exchange,False
iShares GBP Ultrashort Bond UCITS GBP,iShares GBP Ultrashort Bond,,London Stock Exchange,False
iShares Global AAA-AA Govt Bond UCITS ETF USD (Dist),"iShares Global AAA-AA Govt Bond
IAAA",,London Stock Exchange,False
iShares Global AAA-AA Govt Bond UCITS ETF USD (Dist),"iShares Global AAA-AA Govt Bond
IS0Z",,Deutsche Börse Xetra,False
iShares Global AAA-AA Govt Bond UCITS ETF USD (Dist),"iShares Global AAA-AA Govt Bond
SAAA",,London Stock Exchange,False
iShares Global High Yield Corp Bond UCITS ETF USD (Dist),"iShares Global High Yield Corp Bond
IGHY",,London Stock Exchange,False
iShares Global Water USD UCITS ETF USD Distributing,iShares Global Water USD,DH2O,London Stock Exchange,False
iShares J.P. Morgan EM Local Govt Bond UCITS ETF USD (Dist),"iShares J.P. Morgan EM Local Govt Bond
IEML",,London Stock Exchange,False
iShares J.P. Morgan EM Local Govt Bond UCITS ETF USD (Dist),iShares J.P. Morgan EM Local Govt Bond,,London Stock Exchange,False
iShares MSCI AC Far East ex-Japan ETF USD Dist,iSh MSCI Far East ex-J,IFFF,London Stock Exchange,False
iShares MSCI ACWI ETF USD Acc,iSh MSCI ACWI USD,SSAC,London Stock Exchange,False
iShares MSCI China A UCITS ETF USD (Acc),iShares MSCI China A,IASH,London Stock Exchange,False
iShares MSCI China A UCITS ETF USD (Acc),iShares MSCI China A,36BZ,Deutsche Börse Xetra,False
iShares MSCI EM ESG Enhanced UCITS ETF USD (Acc),"iShares MSCI EM ESG Enhanced
EDG2",,London Stock Exchange,False
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),"iShares MSCI EM IMI ESG Screened
SAEM",,London Stock Exchange,False
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),"iShares MSCI EM IMI ESG Screened
SEGM",,London Stock Exchange,False
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),"iShares MSCI EM IMI ESG Screened
GEDM",,London Stock Exchange,False
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),"iShares MSCI EM IMI ESG Screened
SEDM",,London Stock Exchange,False
iShares MSCI EM SRI UCITS ETF USD (Acc),iShares MSCI EM SRI,SUES,London Stock Exchange,False
iShares MSCI EM SRI UCITS ETF USD (Acc),iShares MSCI EM SRI,QDVS,Deutsche Börse Xetra,False
iShares MSCI EM SRI UCITS ETF USD (Acc),iShares MSCI EM SRI,SUSM,London Stock Exchange,False
iShares MSCI EMU ESG Enhanced UCITS ETF EUR (Acc),"iShares MSCI EMU ESG Enhanced
EDM4",,Deutsche Börse Xetra,False
iShares MSCI Europe ESG Enhanced UCITS ETF EUR (Acc),"iShares MSCI Europe ESG Enhanced
EDM6",,Deutsche Börse Xetra,False
iShares MSCI Europe ESG Screened UCITS ETF EUR (Acc),"iShares MSCI Europe ESG Screened
SAEU",,London Stock Exchange,False
iShares MSCI Europe ESG Screened UCITS ETF EUR (Acc),"iShares MSCI Europe ESG Screened
SLMC",,Deutsche Börse Xetra,False
iShares MSCI Europe ESG Screened UCITS ETF EUR (Dist),"iShares MSCI Europe ESG Screened
SDUE",,London Stock Exchange,False
iShares MSCI Europe ex-UK UCITS ETF EUR (Dist),iShares MSCI Europe ex-UK,,London Stock Exchange,True
iShares MSCI Europe SRI UCITS ETF EUR (Acc),iShares MSCI Europe SRI,IUSK,Deutsche Börse Xetra,False
iShares MSCI Europe SRI UCITS ETF EUR (Acc),iShares MSCI Europe SRI,IESG,London Stock Exchange,False
iShares MSCI Europe SRI UCITS ETF EUR (Dist),iShares MSCI Europe SRI,36B3,Deutsche Börse Xetra,False
iShares MSCI Japan ESG Screened UCITS ETF USD (Acc),"iShares MSCI Japan ESG Screened
SAJP",,London Stock Exchange,False
iShares MSCI Japan ESG Screened UCITS ETF USD (Dist),"iShares MSCI Japan ESG Screened
SDJP",,London Stock Exchange,False
iShares MSCI Japan SRI UCITS ETF USD (Acc),iShares MSCI Japan SRI,SXR6,Deutsche Börse Xetra,False
iShares MSCI Japan SRI UCITS ETF USD (Acc),iShares MSCI Japan SRI,SUJA,London Stock Exchange,False
iShares MSCI Japan SRI UCITS ETF USD (Acc),iShares MSCI Japan SRI,SUJP,London Stock Exchange,False
iShares MSCI USA ESG Screened UCITS ETF USD (Acc),"iShares MSCI USA ESG Screened
GPSA",,London Stock Exchange,False
iShares MSCI USA ESG Screened UCITS ETF USD (Acc),"iShares MSCI USA ESG Screened
SASU",,London Stock Exchange,False
iShares MSCI USA ESG Screened UCITS ETF USD (Acc),"iShares MSCI USA ESG Screened
SGAS",,Deutsche Börse Xetra,False
iShares MSCI USA ESG Screened UCITS ETF USD (Dist),"iShares MSCI USA ESG Screened
SDUS",,London Stock Exchange,False
iShares MSCI USA SRI UCITS ETF USD (Acc),iShares MSCI USA SRI,SUAS,London Stock Exchange,False
iShares MSCI USA SRI UCITS ETF USD (Acc),iShares MSCI USA SRI,QDVR,Deutsche Börse Xetra,False
iShares MSCI USA SRI UCITS ETF USD (Acc),iShares MSCI USA SRI,SUUS,London Stock Exchange,False
iShares MSCI World ESG Enhanced USD UCITS ETF USD (Dist),iShares MSCI World ESG Enhanced USD,,London Stock Exchange,False
iShares MSCI World ESG Screened EUR UCITS ETF USD (Acc),iShares MSCI World ESG Screened EUR,,Deutsche Börse Xetra,False
iShares MSCI World ESG Screened EUR UCITS ETF USD (Dist),iShares MSCI World ESG Screened EUR,,Deutsche Börse Xetra,False
iShares MSCI World ESG Screened USD UCITS ETF USD (Acc),iShares MSCI World ESG Screened USD,,London Stock Exchange,False
iShares MSCI World ESG Screened USD UCITS ETF USD (Dist),iShares MSCI World ESG Screened USD,,London Stock Exchange,False
iShares MSCI World SRI EUR UCITS ETF EUR (Acc),iShares MSCI World SRI EUR,,Deutsche Börse Xetra,False
iShares MSCI World SRI USD UCITS ETF USD (Dist),iShares MSCI World SRI USD,,London Stock Exchange,False
iShares MSCI World UCITS ETF (USD) Distributing,iShares MSCI World GBX,IWRD,London Stock Exchange,False
iShares Physical Palladium ETC,iShares Physical Palladium,SPDM,London Stock Exchange,False
iShares STOXX Global Select Dividend 100 UCITS ETF (DE),STOXX Global Select Dividend 100,,Deutsche Börse Xetra,False
iShares TA-35 Israel UCITS ETF USD (Acc),iShares TA-35 Israel,ISRL,London Stock Exchange,False
iShares USD Corp Bond Int Rate Hedged USD,iSh CBond Int Rate,LQDG,London Stock Exchange,False
"Itron, Inc.",Itron,ITRI,NASDAQ,False
"J.B. Hunt Transport Services, Inc.",J. B. Hunt,JBHT,NASDAQ,False
"J.W. Mays, Inc.",J.W. Mays,MAYS,NASDAQ,False
"j2 Global, Inc.",j2 Global,JCOM,NASDAQ,False
"Jack Henry & Associates, Inc.",Jack Henry & Assoc.,JKHY,NASDAQ,False
"Jadestone Energy, Inc.",Jadestone Energy,JSE,London Stock Exchange,False
James Fisher & Sons PLC,James Fisher & Sons,FSJ,London Stock Exchange,False
James Halstead plc,James Halstead,JHD,London Stock Exchange,False
James River Group Holdings Ltd.,"James River Group Holdings
JRVR",,NASDAQ,False
John Bean Technologies Corporation,John Bean Technologies,JBT,NYSE,False
JPMorgan Russian Securities plc,JPMorgan Russian Sec.,JRS,London Stock Exchange,False
Kadant Inc,Kadant,KAI,NYSE,False
"Karuna Therapeutics, Inc.",Karuna Therapeutics,KRTX,NASDAQ,False
Kemper Corporation,Kemper Corporation,KMPR,NYSE,False
"Kennedy-Wilson Holdings, Inc.",Kennedy-Wilson Holdings,KW,NYSE,False
Kewaunee Scientific Corporation,Kewaunee Scientific,KEQU,NASDAQ,False
"Kforce, Inc.",Kforce,KFRC,NASDAQ,False
"Kimball Electronics, Inc.",Kimball Electronics,KE,NASDAQ,False
Kimball International Inc,Kimball International,KBAL,NASDAQ,False
Kiniksa Pharmaceuticals Ltd.,Kiniksa Pharmaceuticals,KNSA,NASDAQ,False
"Kinsale Capital Group, Inc.",Kinsale Capital Group,KNSL,NASDAQ,False
Kontoor Brands Inc,Kontoor Inc,KTB,NYSE,False
Korn/Ferry International,Korn Ferry,KFY,NYSE,False
"Krystal Biotech, Inc.",Krystal Biotech,KRYS,NASDAQ,False
Kulicke and Soffa Industries Inc,"Kulicke and Soffa Industries
KLIC",,NASDAQ,False
"Kura Oncology, Inc.",Kura Oncology,KURA,NASDAQ,False
"KVH Industries, Inc.",KVH Industries,KVHI,NASDAQ,False
KWS Saat SE,KWS Saat,KWS,Deutsche Börse Xetra,False
L&G Asia Pacific ex Japan Equity UCITS ETF USD Accumulating,"L&G Asia Pacific ex Japan Equity
LGAP",,London Stock Exchange,False
L&G Asia Pacific ex Japan Equity UCITS ETF USD Accumulating,"L&G Asia Pacific ex Japan Equity
ETLK",,Deutsche Börse Xetra,False
L&G Asia Pacific ex Japan Equity UCITS ETF USD Accumulating,"L&G Asia Pacific ex Japan Equity
LGAG",,London Stock Exchange,False
L&G Battery Value-Chain UCITS ETF USD Accumulating,L&G Battery Value-Chain,BATT,London Stock Exchange,True
L&G Europe ex UK Equity UCITS ETF EUR Accumulating,L&G Europe ex UK Equity,LGEU,Netherlands,False
L&G Europe ex UK Equity UCITS ETF EUR Accumulating,L&G Europe ex UK Equity,LGEU,London Stock Exchange,False
L&G Global Equity UCITS ETF USD Accumulating,L&G Global Equity,LGGG,London Stock Exchange,False
L&G Global Equity UCITS ETF USD Accumulating,L&G Global Equity,LGGL,London Stock Exchange,False
L&G Japan Equity UCITS ETF USD Accumulating,L&G Japan Equity,LGJP,London Stock Exchange,False
Ladder Capital Corp,Ladder Capital,LADR,NYSE,False
Landmark Infrastructure Part,Landmark Infrastructure,LMRK,NASDAQ,False
"Landstar System, Inc.",Landstar System,LSTR,NASDAQ,False
"Lantern Pharma, Inc.",Lantern Pharma,LTRN,NASDAQ,False
"Lantheus Holdings, Inc.",Lantheus Holdings,LNTH,NASDAQ,False
"Lantronix, Inc.",Lantronix,LTRX,NASDAQ,False
"Laureate Education, Inc.",Laureate Education,LAUR,NASDAQ,False
Legg Mason,Legg Mason,LM,NYSE,False
Legrand SA,Legrand,LR,Euronext Paris,True
"Leidos Holdings, Inc.",Leidos Holdings,LDOS,NYSE,False
Leifheit AG,Leifheit,LEI,Deutsche Börse Xetra,False
"LeMaitre Vascular, Inc.",LeMaitre Vascular,LMAT,NASDAQ,False
Leoni AG,Leoni,LEO,Deutsche Börse Xetra,False
Leverage Shares 2x Alphabet ETP,2x Alphabet,GOOE,London Stock Exchange,False
Leverage Shares 2x Amazon ETP,2x Amazon,AMZE,London Stock Exchange,False
Leverage Shares 2x Apple ETP,2x Apple,AAPE,London Stock Exchange,False
Leverage Shares 2x Citigroup ETP,2x Citigroup,2CIT,London Stock Exchange,False
Leverage Shares 2x Citigroup ETP,2x Citigroup,CITE,London Stock Exchange,False
Leverage Shares 2x Goldman Sachs ETP,2x Goldman Sachs,GS2,London Stock Exchange,False
Leverage Shares 2x JPMorgan Chase & Co. ETP,2x JPMorgan,2JPM,London Stock Exchange,False
Leverage Shares 2x JPMorgan Chase & Co. ETP,2x JPMorgan,JP2E,London Stock Exchange,False
Leverage Shares 2x JPMorgan Chase & Co. ETP,2x JPMorgan,JPM2,London Stock Exchange,False
Leverage Shares 2x Netflix ETP,2x Netflix,NFL2,London Stock Exchange,False
Leverage Shares 2x Nvidia ETP,2x Nvidia,NVD2,London Stock Exchange,False
Leverage Shares 2x Salesforce ETP,2x Salesforce,CRM,London Stock Exchange,False
Leverage Shares 2x Visa ETP,2x Visa,VISE,London Stock Exchange,False
Leverage Shares 2x Visa ETP,2x Visa,VIS2,London Stock Exchange,False
"LHC Group, Inc.",LHC Group,LHCG,NASDAQ,False
Liberty Broadband Corporation - Class A,Liberty Broadband - A,LBRDA,NASDAQ,False
Liberty Global Class C,Liberty Global Class C,LBTYK,NASDAQ,False
Liberty Latin America Ltd. Class A,Liberty Latin America Class A,,NASDAQ,False
Liberty Latin America Ltd. Class C,Liberty Latin America Class C,,NASDAQ,False
"Ligand Pharmaceuticals, Inc.",Ligand Pharmaceuticals,LGND,NASDAQ,False
"Lincoln Electric Holdings, Inc.",Lincoln Electric Hold.,LECO,NASDAQ,False
Lincoln National,Lincoln National,LNC,NYSE,False
Liontrust Asset Management PLC,Liontrust Asset MGMT,LIO,London Stock Exchange,False
"Lithia Motors, Inc.",Lithia Motors,LAD,NYSE,False
LivaNova PLC,LivaNova,LIVN,NASDAQ,False
"Live Oak Bancshares, Inc.",Live Oak Bancshares,LOB,NASDAQ,False
"LivePerson, Inc.",LivePerson,LPSN,NASDAQ,False
Liveramp Holdings Inc,Liveramp Holdings,RAMP,NYSE,False
Lizhi Inc - ADR,Lizhi Inc,LIZI,NASDAQ,False
Loews Corp.,Loews,L,NYSE,False
"LogMein, Inc.",LogMein,LOGM,NASDAQ,False
"Loral Space and Communications, Inc.",Loral Space & Comm.,LORL,NASDAQ,False
Lowland Investment Company PLC,Lowland Investment,LWI,London Stock Exchange,False
LSL Property Services PLC,LSL Property Services,LSL,London Stock Exchange,False
Luminex Corporation,Luminex,LMNX,NASDAQ,False
Luna Innovations Incorporated,Luna Innovations,LUNA,NASDAQ,False
Lyxor Core Morningstar UK NT (DR) UCITS ETF - Dist,Lyxor Core Morningstar UK NT,,London Stock Exchange,False
Lyxor Core STOXX Europe 600 (DR) - UCITS ETF Acc,Lyxor Core STOXX Europe 600,,Deutsche Börse Xetra,False
Lyxor Core US TIPS (DR) UCITS ETF - Dist,Lyxor Core US TIPS,TIPG,London Stock Exchange,False
Lyxor Core US TIPS (DR) UCITS ETF - Dist,Lyxor Core US TIPS,TIUP,Deutsche Börse Xetra,False
Lyxor Core US TIPS (DR) UCITS ETF - Dist,Lyxor Core US TIPS,TIPU,London Stock Exchange,False
Lyxor Daily LevDAX UCITS ETF - Acc,Lyxor Daily LevDAX,LYY8,Deutsche Börse Xetra,False
Lyxor Daily Shortdax x2,Lyx Daily Shortdax,LYQL,Deutsche Börse Xetra,False
Lyxor DAX (DR),Lyxor DAX,LYY7,Deutsche Börse Xetra,False
Lyxor ETF SG Global Value Beta,Lyx SG Global Val.Beta,SGVL,London Stock Exchange,False
Lyxor EURO STOXX 50 (DR) UCITS ETF - Dist,Lyxor EURO STOXX 50,LYSX,Deutsche Börse Xetra,False
Lyxor EURO STOXX 50 Daily (2x) Leveraged UCITS ETF - Acc,Lyxor EURO STOXX 50 Leveraged,,Deutsche Börse Xetra,False
Lyxor Japan (TOPIX) (DR) UCITS ETF - Dist EUR,Lyxor Japan,JPNL,London Stock Exchange,False
Lyxor MSCI Brazil UCITS ETF - Acc,Lyxor MSCI Brazil,LBRA,Deutsche Börse Xetra,False
Lyxor MSCI Korea UCITS ETF - Acc,Lyxor MSCI Korea,LKOR ,Deutsche Börse Xetra,False
Lyxor MSCI World Consumer Staples TR UCITS ETF,Lyxor MSCI World Consumer Staples,,London Stock Exchange,False
Lyxor Nasdaq-100 UCITS ETF - Acc,Lyxor Nasdaq-100,NASD,London Stock Exchange,False
Lyxor Nasdaq-100 UCITS ETF - Acc,Lyxor Nasdaq-100,LYMS,Deutsche Börse Xetra,False
Lyxor Pan Africa UCITS ETF - Acc,Lyxor Pan Africa,LGQM,Deutsche Börse Xetra,False
Lyxor STOXX Europe Select Dividend 30 UCITS ETF - Dist,"Lyxor STOXX Europe Select Dividend 30
SELD",,Deutsche Börse Xetra,False
Lyxor Turkey (DJ Turkey Titans 20),Lyx DJTur Titans,LYYG,Deutsche Börse Xetra,False
M&T Bank Corp.,M&T Bank,MTB,NYSE,False
Mack-Cali Realty Corporation,"Mack-Cali Realty Corporation
CLI",,NYSE,False
"MACOM Technology Solutions Holdings, Inc.",MACOM Tech. Solutions,MTSI,NASDAQ,False
"Magellan Health Services, Inc.",Magellan Health Services,MGLN,NASDAQ,False
"Magellan Midstream Partners, LP",Magellan Midstream Partners,,NYSE,True
MakeMyTrip Limited,MakeMyTrip,MMYT,NASDAQ,False
Mallinckrodt plc,Mallinckrodt,MNK,NYSE,True
"Manhattan Associates, Inc.",Manhattan Associates,MANH,NASDAQ,False
"Manitex International, Inc.",Manitex International,MNTX,NASDAQ,False
ManpowerGroup,ManpowerGroup,MAN,NYSE,False
Manulife Financial Corporation,Manulife Financial,MFC,NYSE,False
"Marchex, Inc.",Marchex,MCHX,NASDAQ,False
Marriot Vacations Worldwide Corporation,"Marriot Vacations Worldwide
VAC",,NYSE,False
Masco Corp.,Masco,MAS,NYSE,False
Materialise NV ADR,Materialise,MTLS,NASDAQ,False
Mattel Inc.,Mattel,MAT,NASDAQ,False
Matthews International Corporation,Matthews International,MATW,NASDAQ,False
"MaxLinear, Inc",MaxLinear,MXL,NYSE,False
McColl's Retail Group PLC,McColl's Retail Group,MCLS,London Stock Exchange,False
"McDermott International, Inc.",McDermott International,MDR,NYSE,False
McGrath RentCorp,McGrath Rent,MGRC,NASDAQ,False
"MDU Resources Group, Inc.",MDU Resources Group,MDU,NYSE,False
Mediclinic International PLC,Mediclinic Int.,MDC,London Stock Exchange,False
"Medpace Holdings, Inc.",Medpace Holdings,MEDP,NASDAQ,False
MeiraGTx Holdings PLC,MeiraGTx Holdings,MGTX,NASDAQ,False
Mercantile Investment Trust PLC,Mercantile Investment,MRC,London Stock Exchange,False
Mercury General Corporation,Mercury General Corporation,,NYSE,False
"Mercury Systems, Inc.",Mercury Systems,MRCY,NASDAQ,False
Meredith Corporation,Meredith Corp.,MDP,NYSE,True
"Merit Medical Systems, Inc.",Merit Medical Systems,MMSI,NASDAQ,False
Meritage Homes Corporation,Meritage Homes,MTH,NYSE,False
"Mersana Therapeutics, Inc.",Mersana Therapeutics,MRSN,NASDAQ,False
Meten Edtechx Education Group Ltd,"Meten Edtechx Education Group
METX",,NASDAQ,False
Mettler-Toledo International Inc.,Mettler-Toledo,MTD,NYSE,False
MGE Energy Inc,MGE Energy,MGEE,NASDAQ,False
"MGP Ingredients, Inc.",MGP Ingredients,MGPI,NASDAQ,False
MicroStrategy Incorporated,MicroStrategy,MSTR,NASDAQ,False
"Mid-America Apartment Communities, Inc.","Mid-America Apartment Communities
MAA",,NYSE,False
Midatech Pharma plc ADR,Midatech Pharma,MTP,NASDAQ,False
Midwich Group plc,Midwich Group,MIDW,London Stock Exchange,False
"Mirati Therapeutics, Inc.",Mirati Therapeutics,MRTX,NASDAQ,False
"Mirum Pharmaceuticals, Inc.",Mirum Pharmaceuticals,MIRM,NASDAQ,False
"Mix Telematics, Ltd.",Mix Telematics,MIXT,NYSE,False
"MobileIron, Inc.",MobileIron,MOBL,NASDAQ,False
"Model N, Inc.",Model N,MODN,NYSE,False
Moelis & Company,Moelis & Co,MC,NYSE,False
Mohawk Industries,Mohawk Industries,MHK,NYSE,False
"Molecular Templates, Inc.",Molecular Templates,MTEM,NASDAQ,False
Mologen AG,Mologen,MGNK,Deutsche Börse Xetra,False
"Monro, Inc.",Monro,MNRO,NASDAQ,False
"Morphic Holding, Inc.",Morphic Holding,MORF,NASDAQ,False
Mortgage Advice Bureau (Holdings) plc,Mortgage Advice Bureau,MAB1,London Stock Exchange,False
Mountview Estates PLC,Mountview Estates,MTVW,London Stock Exchange,False
MPAC Group Ltd.,MPAC Group,MPAC,London Stock Exchange,False
"Mr. Cooper Group, Inc.",Mr. Cooper Group,COOP,NASDAQ,False
MTS Systems Corporation,MTS Systems,MTSC,NASDAQ,False
"Murphy USA, Inc.",Murphy USA,MUSA,NYSE,False
Murray Income Trust PLC,Murray Income Trust,MUT,London Stock Exchange,False
Murray International Trust PLC,Murray International Trust,MYI,London Stock Exchange,False
Mynaric AG,Mynaric,M0Y,Deutsche Börse Xetra,False
"MyoKardia, Inc.",MyoKardia,MYOK,NASDAQ,False
"Myriad Genetics, Inc.",Myriad Genetics,MYGN,NASDAQ,False
"NantKwest, Inc.",NantKwest,NK,NASDAQ,False
"NAPCO Security Technologies, Inc.","NAPCO Security Technologies
NSSC",,NASDAQ,False
"Nasdaq, Inc.",Nasdaq,NDAQ,NASDAQ,False
"Natera, Inc.",Natera,NTRA,NASDAQ,False
National Instruments Corporation,National Instruments,NATI,NASDAQ,False
"Natus Medical, Inc.",Natus Medical,NTUS,NASDAQ,False
"Nelnet, Inc.",Nelnet,NNI,NYSE,False
Nemetschek SE,Nemetschek,NEM,Deutsche Börse Xetra,False
Neogen Corporation,Neogen Corporation,NEOG,NASDAQ,False
"NeoGenomics, Inc.",NeoGenomics,NEO,NASDAQ,False
NetApp,NetApp,NTAP,NASDAQ,False
"Newell Brands, Inc.",Newell Brands,NWL,NASDAQ,False
News Corp Class B,News Corp Class B,NWS,NASDAQ,False
NexGen Energy Ltd.,NexGen Energy,NXE,NYSE,False
"NexPoint Real Estate Finance, Inc.",NexPoint Real Estate Finance,,NYSE,True
"NextCure, Inc.",NextCure,NXTC,NASDAQ,False
NIC Inc,NIC,EGOV,NASDAQ,False
Nice Ltd ADR,Nice Ltd,NICE,NASDAQ,False
Nielsen Holdings,Nielsen Holdings,NLSN,NYSE,False
NiSource Inc.,NiSource,NI,NYSE,False
Nlight Inc,Nlight,LASR,NASDAQ,False
NMC Health PLC,NMC Health,NMC,London Stock Exchange,True
Norma Group SE,Norma Group,NOEJ,Deutsche Börse Xetra,False
Northern Technologies International Corporation,Northern Technologies,NTIC,NASDAQ,False
"Northwest Bancshares, Inc.",Northwest Bancshares,NWBI,NASDAQ,False
"Novanta, Inc.",Novanta,NOVT,NASDAQ,False
Novocure Ltd.,Novocure,NVCR,NASDAQ,False
NuStar Energy LP,NuStar Energy LP,NS,NYSE,False
"NuVasive, Inc.",NuVasive,NUVA,NASDAQ,False
Nuveen Preferred Securites Income Fund,"Nuveen Preferred Securites
JPS",,NYSE,False
OceanFirst Financial Corporation,OceanFirst Financial,OCFC,NASDAQ,False
"Odonate Therapeutics, Inc.",Odonate Therapeutics,ODT,NASDAQ,False
Old National Bancorp,Old National Bancorp,ONB,NASDAQ,False
Omeros Corp,Omeros,OMER,NASDAQ,False
Omnicell Inc.,Omnicell,OMCL,NASDAQ,False
"ONE Gas, Inc.",ONE Gas,OGS,NYSE,False
OneSpan Inc,OneSpan,OSPN,NASDAQ,False
OneSpaWorld Holdings Ltd.,OneSpaWorld Holdings,OSW,NASDAQ,False
Opera Ltd ADR,Opera,OPRA,NASDAQ,False
"OraSure Technologies, Inc.",OraSure Technologies,OSUR,NASDAQ,False
"Ormat Technologies, Inc.",Ormat Technologies,ORA,NYSE,False
"Orthofix Medical, Inc.",Orthofix Medical,OFIX,NASDAQ,False
"OSI Systems, Inc.",OSI Systems,OSIS,NASDAQ,False
Otis Worldwide Corporation,Otis Worldwide,OTIS,NYSE,False
"Overstock.com, Inc.",Overstock.com,OSTK,NASDAQ,False
Owens-Illinois Inc.,Owens-Illinois,OI,NYSE,False
"Oyster Point Pharma, Inc.",Oyster Point Pharma,OYST,NASDAQ,False
PACCAR Inc.,PACCAR,PCAR,NASDAQ,False
Pacific Assets Trust PLC/Fund,Pacific Assets Trust,PAC,London Stock Exchange,False
"Pacific Premier Bancorp, Inc.",Pacific Premier Bancorp,PPBI,NASDAQ,False
"Pacira BioSciences, Inc.",Pacira BioSciences,PCRX,NASDAQ,False
PacWest Bancorp,PacWest Bancorp,PACW,NASDAQ,False
Pagegroup PLC,Pagegroup,PAGE,London Stock Exchange,False
Pan African Resources plc,Pan African Resources,PAF,London Stock Exchange,False
"Paratek Pharmaceuticals, Inc.",Paratek Pharmaceuticals,PRTK,NASDAQ,False
"Park City Group, Inc.",Park City Group,PCYG,NASDAQ,False
"Parke Bancorp, Inc.",Parke Bancorp,PKBK,NASDAQ,False
Patterson Companies,Patterson Companies,PDCO,NASDAQ,False
"PAVmed, Inc.",PAVmed,PAVM,NASDAQ,False
Paychex Inc.,Paychex,PAYX,NASDAQ,False
"Paycom Software, Inc.",Paycom Software,PAYC,NYSE,False
"Paysign, Inc.",Paysign,PAYS,NASDAQ,False
"PC-Tel, Inc.",PC-Tel,PCTI,NASDAQ,False
"PDF Solutions, Inc.",PDF Solutions,PDFS,NASDAQ,False
"PDL BioPharma, Inc.",PDL BioPharma,PDLI,NASDAQ,False
"Perficient, Inc.",Perficient,PRFT,NASDAQ,False
Perion Network Ltd,Perion Network,PERI,NASDAQ,False
"PetIQ, Inc.",PetIQ,PETQ,NASDAQ,False
"PFSweb, Inc.",PFSweb,PFSW,NASDAQ,False
"Phantom Pharmaceuticals, Inc.",Phantom Pharmaceuticals,PHAT,NASDAQ,False
Pharmaceutical Product Development Inc,PPD Inc,PPD,NASDAQ,False
