name,short_name,symbol,exchange,fractional
"Collegium Pharmaceutical, Inc.",Collegium,,NASDAQ,False
"Columbia Banking System, Inc.",Columbia,,NASDAQ,False
Comerica Inc.,Comerica,CMA,NYSE,False
"Comfort Systems USA, Inc.",Comfort,,NYSE,False
Community Bank System Inc,Community,,NYSE,False
"Commvault Systems, Inc.",Commvault,,NASDAQ,False
Compania De Minas Buenaventura S.A.A.,Compania,,NYSE,False
Compass Diversified Holdings,Compass,,NYSE,False
"Computer Programs and Systems, Inc.",Computer,,NASDAQ,False
"Computer Task Group, Inc.",Computer,,NASDAQ,False
ComStage iBoxx Euro Liquid Sovereigns Diversified 25+ UCITS ETF EUR Disitributing,ComStage,,Deutsche Börse Xetra,False
"Comstock Resources, Inc.",Comstock,,NYSE,False
Comtech Telecommunications Corp.,Comtech,,NASDAQ,False
ConAgra Brands Inc.,ConAgra,,NYSE,False
Conduent Inc,Conduent,CNDT,NASDAQ,False
Consol Energy Inc.,Consol,CEIX,NYSE,False
"Consolidated Communications Holdings, Inc.",Consolidated,,NASDAQ,False
"CoreCivic, Inc.",CoreCivic,CXW,NYSE,False
"CoreLogic, Inc.",CoreLogic,CLGX,NYSE,False
CoreSite Realty Corporation,CoreSite,,NYSE,False
"Cornerstone OnDemand, Inc.",Cornerstone,,NASDAQ,False
Corteva Inc,Corteva,CTVA,NYSE,False
"Cortexyme, Inc.",Cortexyme,CRTX,NASDAQ,False
"Cousins Properties, Inc.",Cousins,,NYSE,False
"Covetrus, Inc.",Covetrus,CVET,NASDAQ,False
Craneware plc,Craneware,CRW,London Stock Exchange,False
Credit Acceptance Corporation,Credit,,NASDAQ,False
"Cree, Inc.",Cree,CREE,NASDAQ,False
Cresud SACIF - ADR,Cresud,CRESY,NASDAQ,False
"Crinetics Pharmaceuticals, Inc.",Crinetics,,NASDAQ,False
"Cross Country Healthcare, Inc.",Cross,,NASDAQ,False
"Cryoport, Inc.",Cryoport,CYRX,NASDAQ,False
CSX Corporation,CSX,CSX,NASDAQ,True
CTS Corporation,CTS,CTS,NYSE,False
CubeSmart,CubeSmart,CUBE,NYSE,False
"Cutera, Inc.",Cutera,CUTR,NASDAQ,False
CVB Financial Corporation,CVB,CVBF,NASDAQ,False
"CVR Energy, Inc.",CVR,CVI,NYSE,False
CVS Group plc,CVS,CVSG,London Stock Exchange,False
CyberOptics Corporation,CyberOptics,CYBE,NASDAQ,False
"CytomX Therapeutics, Inc.",CytomX,,NASDAQ,False
Daily Journal Corporation,Daily,DJCO,NASDAQ,False
"Daktronics, Inc.",Daktronics,DAKT,NASDAQ,False
db Xtrackers - FTSE 250 UCITS ETF DR,db,,London Stock Exchange,False
db Xtrackers DAX DR 1C ETF,db,,Deutsche Börse Xetra,False
db Xtrackers EURO STOXX 50 DR,db,,Deutsche Börse Xetra,False
db Xtrackers MSCI Emerging Markets ETF - 1C,db,,London Stock Exchange,False
db Xtrackers Stoxx Europe 600 ETF DR,db,,London Stock Exchange,False
"Del Taco Restaurants, Inc.",Del,,NASDAQ,False
"Denali Therapeutics, Inc.",Denali,,NASDAQ,False
Dentsply Int'l,Dentsply,XRAY,NASDAQ,False
Derwent London PLC,Derwent,,London Stock Exchange,False
"Descartes Systems Group, Inc.",Descartes,,NASDAQ,False
"Despegar.com, Corp.",Despegar.com,DESP,NYSE,False
Dialight PLC,Dialight,DIA,London Stock Exchange,False
Diamond Offshore Drilling,Diamond,,NYSE,False
"Diamondback Energy, Inc.",Diamondback,,NASDAQ,False
"Dicerna Pharmaceuticals, Inc.",Dicerna,,NASDAQ,False
Digi International Inc.,Digi,,NASDAQ,False
Digimarc Corporation,Digimarc,DMRC,NASDAQ,False
Diodes Incorporated,Diodes,,NASDAQ,False
"Dominion Energy, Inc.",Dominion,,NYSE,True
DOMO Inc,"DOMO
DOMO","DOMO
DOMO",NASDAQ,False
"Douglas Emmett, Inc.",Douglas,,NYSE,False
Dover Corp.,Dover,DOV,NYSE,False
DP London plc,DP,DPP,London Stock Exchange,False
"Dril-Quip, Inc.",Dril-Quip,DRQ,NYSE,False
"DSP Group, Inc.",DSP,DSPG,NASDAQ,False
DTE Energy Co.,DTE,DTE,NYSE,False
Duerr AG,Duerr,DUE,Deutsche Börse Xetra,False
Dynatronics Corporation,Dynatronics,,NASDAQ,False
"Dynex Capital, Inc.",Dynex,DX,NYSE,True
E*Trade Financial Corp.,E*Trade,,NASDAQ,False
"Eagle Bancorp, Inc.",Eagle,EGBN,NASDAQ,False
"Eagle Pharmaceuticals, Inc.",Eagle,,NASDAQ,False
"EastGroup Properties, Inc.",EastGroup,,NYSE,False
Eaton Vance Corporation,Eaton,EV,NYSE,False
Ecclesiastical Insurance Office PLC 8.625% PRF,Ecclesiastical,,London Stock Exchange,False
EchoStar Corporation,EchoStar,SATS,NASDAQ,False
Edwards Lifesciences Corporation,Edwards,,NYSE,True
"Eidos Therapeutics, Inc.",Eidos,,NASDAQ,False
"El Pollo Loco Holdings, Inc.",El,,NASDAQ,False
"Element Solutions, Inc.",Element,,NYSE,False
"Ellington Financial, Inc.",Ellington,,NYSE,False
EMCORE Corporation,EMCORE,EMKR,NASDAQ,False
EMIS Group plc,EMIS,EMIS,London Stock Exchange,False
Emmerson plc,Emmerson,EML,London Stock Exchange,False
"Empire State Realty Trust, Inc.",Empire,,NYSE,False
"Encore Capital Group, Inc.",Encore,,NASDAQ,False
Endava Ltd.,Endava,DAVA,NYSE,False
"Endurance International Group Holdings, Inc.",Endurance,,NASDAQ,False
"Energy Fuels, Inc.",Energy,UUUU,NYSE,False
Enstar Group Limited,Enstar,ESGR,NASDAQ,False
Entergy Corp.,Entergy,ETR,NYSE,False
"Envestnet, Inc.",Envestnet,ENV,NYSE,False
Enviva Partners LP,Enviva,,NYSE,False
ePlus inc.,ePlus,PLUS,NASDAQ,False
Equifax Inc.,Equifax,EFX,NYSE,False
"Equity LifeStyle Properties, Inc.",Equity,,NYSE,False
"Esperion Therapeutics, Inc.",Esperion,,NASDAQ,False
Essent Group Ltd.,Essent,ESNT,NYSE,False
"Establishment Labs Holdings, Inc.",Establishment,,NASDAQ,False
Eurasia Mining PLC,Eurasia,EUA,London Stock Exchange,False
EURO STOXX 50 - A EUR Accumulating,STOXX,,Deutsche Börse Xetra,False
Evercore Partners Inc,Evercore,,NYSE,False
"Evergy, Inc.",Evergy,EVRG,NYSE,False
"Evolent Health, Inc.",Evolent,EVH,NYSE,False
eXp World Holdings Inc,eXp,,NASDAQ,False
"Exponent, Inc.",Exponent,EXPO,NASDAQ,False
Exterran Corporation,Exterran,EXTN,NYSE,False
"Extreme Networks, Inc.",Extreme,,NASDAQ,False
F5 Networks,F5,FFIV,NASDAQ,False
"Fanhua, Inc.",Fanhua,FANH,NASDAQ,False
"Farmland Partners, Inc. Preferred Stock",Farmland,,NYSE,False
"Fate Therapeutics, Inc.",Fate,,NASDAQ,False
"FibroGen, Inc.",FibroGen,FGEN,NASDAQ,False
First Busey Corporation,First,BUSE,NASDAQ,False
First Defiance Financial Corporation,First,,NASDAQ,False
"First Financial Bankshares, Inc.",First,,NASDAQ,False
"First Hawaiian, Inc.",First,FHB,NASDAQ,False
First Horizon National Corporation,First,,NYSE,False
First Republic Bank,First,,NYSE,False
FirstEnergy Corp,FirstEnergy,FE,NYSE,False
Five Point Holdings LLC,Five,,NYSE,False
"FleetCor Technologies, Inc.",FleetCor,,NYSE,False
Flex Ltd.,Flex,FLEX,NASDAQ,False
FLIR Systems,FLIR,FLIR,NASDAQ,False
Focusrite plc,Focusrite,TUNE,London Stock Exchange,False
"Forestar Group, Inc.",Forestar,,NYSE,False
"Forrester Research, Inc.",Forrester,,NASDAQ,False
"Fortis, Inc.",Fortis,FTS,NYSE,False
Fortive Corporation,Fortive,FTV,NYSE,False
"Four Corners Property Trust, Inc.",Four,,NYSE,False
Franklin Electric Co Inc,Franklin,,NASDAQ,False
Freedom Holding Corporation,Freedom,,NASDAQ,False
"Frequency Electronics, Inc.",Frequency,,NASDAQ,False
Frontier Communications,Frontier,,NASDAQ,False
Fulton Financial Corporation,Fulton,,NASDAQ,False
Futu Holdings Ltd.,Futu,FUTU,NASDAQ,False
"G1 Therapeutics, Inc.",G1,,NASDAQ,False
"Gartner, Inc.",Gartner,IT,NYSE,False
Gateley Holdings plc,Gateley,,London Stock Exchange,False
GATX Corporation,GATX,GATX,NYSE,False
"GCP Applied Technologies, Inc.",GCP,,NYSE,False
General Accident PLC 8.875% PRF,General,,London Stock Exchange,False
Gentex Corporation,Gentex,GNTX,NASDAQ,False
Genuine Parts Company,Genuine,GPC,NYSE,True
"Glacier Bancorp, Inc.",Glacier,,NASDAQ,False
"GlobalSCAPE, Inc.",GlobalSCAPE,GSB,NYSE,False
Globant SA,Globant,GLOB,NYSE,False
"Globe Life, Inc.",Globe,GL,NYSE,False
"Golden Entertainment, Inc.",Golden,,NASDAQ,False
Gooch & Housego plc,Gooch,,London Stock Exchange,False
Gore Street Energy Storage Fund plc,Gore,,London Stock Exchange,False
"Gossamer Bio, Inc.",Gossamer,GOSS,NASDAQ,False
Graham Corporation,Graham,,NYSE,False
Grammer AG,Grammer,GMM,Deutsche Börse Xetra,False
"Grid Dynamics Holdings, Inc.",Grid,,NASDAQ,False
Griffon Corporation,Griffon,,NYSE,False
GTY Technology Holdings Inc.,GTY,,NASDAQ,False
"Guardion Health Sciences, Inc.",Guardion,,NASDAQ,False
"Guidewire Software, Inc.",Guidewire,,NYSE,False
"H&E Equipment Services, Inc.",H&E,,NASDAQ,False
"Hamilton Lane, Inc.",Hamilton,HLNE,NASDAQ,False
Hanesbrands Inc,Hanesbrands,HBI,NYSE,False
Hannon Armstrong Sustainable Infrastructure Capital,Hannon,,NYSE,False
Hansard Global PLC,Hansard,,London Stock Exchange,False
HarbourVest Global Private Equity Ltd.,HarbourVest,,London Stock Exchange,False
Harmonic Inc.,Harmonic,HLIT,NASDAQ,False
Hartford Financial Services,Hartford,,NYSE,False
HCA Inc.,HCA,HCA,NYSE,False
"HD Supply Holdings, Inc.",HD,,NASDAQ,False
Headlam Group PLC,Headlam,,London Stock Exchange,False
"HealthStream, Inc.",HealthStream,HSTM,NASDAQ,False
"Heartland Financial USA, Inc.",Heartland,,NASDAQ,False
"Heidrick & Struggles International, Inc.",Heidrick,,NASDAQ,False
Helen of Troy Ltd.,Helen,HELE,NASDAQ,False
Helmerich & Payne,Helmerich,,NYSE,False
"Herman Miller, Inc.",Herman,MLHR,NASDAQ,False
"Heron Therapeutics, Inc.",Heron,,NASDAQ,False
Hersha Hospitality Trust,Hersha,,NYSE,False
Heska Corporation,Heska,,NASDAQ,False
HgCapital Trust PLC/Fund,HgCapital,,London Stock Exchange,False
"Hibbett Sports, Inc.",Hibbett,HIBB,NASDAQ,False
"Hiltop Holdings, Inc.",Hiltop,,NYSE,False
"Himax Technologies, Inc.- ADR",Himax,,NASDAQ,False
"Holly Energy Partners, LP",Holly,,NYSE,True
"Hope Bancorp, Inc.",Hope,HOPE,NASDAQ,False
"Houlihan Lokey, Inc.",Houlihan,,NYSE,False
HSBC Holdings plc ADR,HSBC,,NYSE,False
HSBC MSCI Japan UCITS ETF,HSBC,,Deutsche Börse Xetra,False
HSBC MSCI Japan UCITS ETF,HSBC,,London Stock Exchange,False
HSBC MSCI Japan UCITS ETF,HSBC,,London Stock Exchange,False
HSBC MSCI Taiwan Capped GBX UCITS ETF (USD) Distributing,HSBC,,London Stock Exchange,False
HSBC MSCI Taiwan Capped USD UCITS ETF (USD) Distributing,HSBC,,London Stock Exchange,False
"Hubbell, Inc.",Hubbell,HUBB,NYSE,False
Hudson Pacific Properties Inc,Hudson,,NYSE,False
Humana Inc.,Humana,HUM,NYSE,False
Hunter Douglas NV,Hunter,,Netherlands,True
IAC InterActiveCorp,InterActiveCorp,,NASDAQ,False
ICG Enterprise Trust plc,ICG,,London Stock Exchange,False
Ichor Holdings,Ichor,ICHR,NASDAQ,False
ICL Group Ltd.,ICL,ICL,NYSE,False
ICON PLC,ICON,ICLR,NASDAQ,False
Ideagen plc,Ideagen,IDEA,London Stock Exchange,False
IDOX plc,IDOX,IDOX,London Stock Exchange,False
IG Design Group plc,IG,IGR,London Stock Exchange,False
"IGM Biosciences, Inc.",IGM,,NASDAQ,False
"iHeartMedia, Inc. Class A",iHeartMedia,IHRT,NASDAQ,False
II-VI Incorporated,II-VI,,NASDAQ,False
Ilika plc,Ilika,IKA,London Stock Exchange,False
IMCD Group NV,IMCD,IMCD,Netherlands,True
IMI PLC,IMI,IMI,London Stock Exchange,False
IMImobile plc,IMImobile,IMO,London Stock Exchange,False
Immersion Corporation,Immersion,IMMR,NASDAQ,False
"ImmunoGen, Inc.",ImmunoGen,IMGN,NASDAQ,False
Impax Asset Management Group plc,Impax,,London Stock Exchange,False
"Inari Medical, Inc.",Inari,NARI,NASDAQ,False
Ingersoll-Rand PLC,Ingersoll-Rand,IR,NYSE,False
"Ingles Markets, Incorporated",Ingles,IMKTA,NASDAQ,False
Inland Homes plc,Inland,INL,London Stock Exchange,False
Innogy SE,Innogy,IGY,Deutsche Börse Xetra,False
Innovaderma plc,Innovaderma,IDP,London Stock Exchange,False
"Inogen, Inc.",Inogen,INGN,NASDAQ,False
"Inovalon Holdings, Inc.",Inovalon,,NASDAQ,False
Insight Enterprises Inc,Insight,,NASDAQ,False
"Insmed, Inc.",Insmed,INSM,NASDAQ,False
"Insperity, Inc.",Insperity,NSP,NYSE,False
Integra LifeSciences Holdings Corporation,Integra,,NASDAQ,False
"Inter Parfums, Inc.",Inter,IPAR,NASDAQ,False
"Interactive Brokers Group, Inc.",Interactive,,NASDAQ,False
"InterDigital, Inc.",InterDigital,IDCC,NASDAQ,False
"Interface, Inc.",Interface,TILE,NASDAQ,False
Internap Corporation,Internap,INAP,NASDAQ,False
International Public Partnerships Ltd,Int.,,London Stock Exchange,False
"Intevac, Inc.",Intevac,IVAC,NASDAQ,False
Intl Flavors & Fragrances,Intl,,NYSE,False
"Intra-Cellular Therapies, Inc.",Intra-Cellular,,NASDAQ,False
Invesco Health Care S&P US Select Sector USD UCITS ETF,Invesco,,London Stock Exchange,False
Invesco US Treasury Bond 1-3 Year UCITS ETF USD Dist,Invesco,,London Stock Exchange,False
Invesco US Treasury Bond 3-7 Year UCITS ETF USD Dist,Invesco,,London Stock Exchange,False
"Investors Bancorp, Inc.",Investors,,NASDAQ,False
iomart Group plc,iomart,IOM,London Stock Exchange,False
"Iovance Biotherapeutics, Inc.",Iovance,,NASDAQ,False
IP Group PLC,IP,IPO,London Stock Exchange,False
IPG Photonics Corporation,IPG,IPGP,NASDAQ,False
IQVIA Holdings Inc.,IQVIA,IQV,NYSE,False
"iRhythm Technologies, Inc.",iRhythm,,NASDAQ,False
"Ironwood Pharmaceuticals, Inc.",Ironwood,,NASDAQ,False
iShares $ Floating Rate Bond GBX UCITS,iShares,,London Stock Exchange,False
iShares $ Short Duration Corp Bond UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
iShares $ TIPS UCITS ETF USD (Acc),iShares,ITPS,London Stock Exchange,False
iShares $ TIPS UCITS ETF USD (Acc),iShares,IDTP,London Stock Exchange,False
iShares $ Treasury Bond 1-3yr UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
iShares Core Corp Bond ETF GBP Dist,iSh,,London Stock Exchange,False
iShares Core EUR Corp Bond ETF EUR Dist,iSh,,London Stock Exchange,False
iShares Core EURO STOXX 50 GBX UCITS ETF EUR (Dist),iShares,,London Stock Exchange,False
iShares Core EURO STOXX 50 UCITS ETF (DE),iShares,,Deutsche Börse Xetra,False
iShares Core Global Aggregate Bond EUR UCITS ETF EUR Hedged (Acc),iShares,,Deutsche Börse Xetra,False
iShares Core MSCI EM IMI ETF USD Dist,MSCI,,London Stock Exchange,False
iShares Core MSCI Europe UCITS ETF EUR (Dist),iShares,,London Stock Exchange,False
iShares Core MSCI Japan IMI UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
iShares Core MSCI Japan IMI UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
iShares Core MSCI Pacific ex-Japan UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
iShares Core MSCI Pacific ex-Japan UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
iShares CorpBdInterestRateHgd UCITS ETF EUR(Dist),iShares,,London Stock Exchange,False
iShares Edge MSCI Europe Momentum Factor GBX UCITS ETF,iShares,,London Stock Exchange,False
iShares Edge MSCI USA Momentum Factor UCITS ETF (Acc),iShares,,London Stock Exchange,False
iShares Edge MSCI World Min Vol ETF USD Acc,iSh,,London Stock Exchange,False
iShares Edge MSCIWorldValueFactorUCITS ETF USD Acc,iShares,,London Stock Exchange,False
iShares France Govt Bond UCITS ETF EUR (Dist),iShares,,London Stock Exchange,False
iShares GBP Ultrashort Bond UCITS GBP,iShares,,London Stock Exchange,False
iShares Global AAA-AA Govt Bond UCITS ETF USD (Dist),iShares,,London Stock Exchange,False
iShares Global High Yield Corp Bond UCITS ETF USD (Dist),iShares,,London Stock Exchange,False
iShares Global Water USD UCITS ETF USD Distributing,iShares,,London Stock Exchange,False
iShares J.P. Morgan EM Local Govt Bond UCITS ETF USD (Dist),iShares,,London Stock Exchange,False
iShares J.P. Morgan EM Local Govt Bond UCITS ETF USD (Dist),iShares,,London Stock Exchange,False
iShares MSCI AC Far East ex-Japan ETF USD Dist,iSh,,London Stock Exchange,False
iShares MSCI Brazil ETF USD Dist,iSh,,London Stock Exchange,False
iShares MSCI China A UCITS ETF USD (Acc),iShares,,Deutsche Börse Xetra,False
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),iShares,,London Stock Exchange,False
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),iShares,,London Stock Exchange,False
iShares MSCI EMU ESG Enhanced UCITS ETF EUR (Acc),iShares,,Deutsche Börse Xetra,False
iShares MSCI Europe ESG Enhanced UCITS ETF EUR (Acc),iShares,,Deutsche Börse Xetra,False
iShares MSCI Europe ESG Screened UCITS ETF EUR (Acc),iShares,,London Stock Exchange,False
iShares MSCI Europe ESG Screened UCITS ETF EUR (Acc),iShares,,Deutsche Börse Xetra,False
iShares MSCI Europe ESG Screened UCITS ETF EUR (Dist),iShares,,London Stock Exchange,False
iShares MSCI Europe ESG Screened UCITS ETF EUR (Dist),iShares,,Deutsche Börse Xetra,False
iShares MSCI Europe ex-UK UCITS ETF EUR (Dist),iShares,,London Stock Exchange,True
iShares MSCI Europe SRI UCITS ETF EUR (Acc),iShares,,Deutsche Börse Xetra,False
iShares MSCI Japan ESG Screened UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
iShares MSCI Japan ESG Screened UCITS ETF USD (Dist),iShares,,London Stock Exchange,False
iShares MSCI Japan SRI UCITS ETF USD (Acc),iShares,,Deutsche Börse Xetra,False
iShares MSCI Japan SRI UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
iShares MSCI USA ESG Screened UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
iShares MSCI USA ESG Screened UCITS ETF USD (Acc),iShares,,Deutsche Börse Xetra,False
iShares MSCI USA ESG Screened UCITS ETF USD (Dist),iShares,,London Stock Exchange,False
iShares MSCI USA SRI UCITS ETF USD (Acc),iShares,,Deutsche Börse Xetra,False
iShares MSCI USA SRI UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
iShares MSCI World ESG Enhanced USD UCITS ETF USD (Dist),iShares,,London Stock Exchange,False
iShares MSCI World ESG Screened EUR UCITS ETF USD (Acc),iShares,,Deutsche Börse Xetra,False
iShares MSCI World ESG Screened USD UCITS ETF USD (Acc),iShares,,London Stock Exchange,False
iShares MSCI World ESG Screened USD UCITS ETF USD (Dist),iShares,,London Stock Exchange,False
iShares MSCI World SRI USD UCITS ETF USD (Dist),iShares,,London Stock Exchange,False
iShares MSCI World UCITS ETF (USD) Distributing,iShares,,London Stock Exchange,False
iShares Physical Palladium ETC,iShares,,London Stock Exchange,False
iShares Physical Palladium ETC,iShares,,London Stock Exchange,False
iShares STOXX Europe 600 Telecommunications UCITS ETF (DE) Distributing,iShares,,Deutsche Börse Xetra,False
iShares STOXX Europe 600 UCITS ETF (DE),iShares,,Deutsche Börse Xetra,False
iShares STOXX Global Select Dividend 100 UCITS ETF (DE),STOXX,,Deutsche Börse Xetra,False
iShares US Property Yield UCITS ETF GBX Distributing,iShares,,London Stock Exchange,False
iShares USD Corp Bond Int Rate Hedged USD,iSh,,London Stock Exchange,False
iShares USD Treasury Bond 1-3yr ETF USD Dist,iSh,,London Stock Exchange,True
"Itron, Inc.",Itron,ITRI,NASDAQ,False
"J.B. Hunt Transport Services, Inc.",J.,JBHT,NASDAQ,False
"J.W. Mays, Inc.",J.W.,MAYS,NASDAQ,False
"j2 Global, Inc.",j2,JCOM,NASDAQ,False
"Jack Henry & Associates, Inc.",Jack,,NASDAQ,False
"Jadestone Energy, Inc.",Jadestone,,London Stock Exchange,False
James Halstead plc,James,,London Stock Exchange,False
James River Group Holdings Ltd.,James,,NASDAQ,False
Janus Henderson Group plc,Janus,,NYSE,False
John Bean Technologies Corporation,John,,NYSE,False
"Jupiter Emerging & Frontier Income Trust , PLC",Jupiter,,London Stock Exchange,False
Kadant Inc,Kadant,KAI,NYSE,False
"Kala Pharmaceuticals, Inc.",Kala,,NASDAQ,False
"Karuna Therapeutics, Inc.",Karuna,,NASDAQ,False
Kemper Corporation,Kemper,,NYSE,False
Kendrion NV,Kendrion,KENDR,Netherlands,True
"Kennedy-Wilson Holdings, Inc.",Kennedy-Wilson,,NYSE,False
Kewaunee Scientific Corporation,Kewaunee,,NASDAQ,False
KeyCorp,KeyCorp,KEY,NYSE,False
"Kforce, Inc.",Kforce,KFRC,NASDAQ,False
"Kimball Electronics, Inc.",Kimball,,NASDAQ,False
Kimball International Inc,Kimball,,NASDAQ,False
Kulicke and Soffa Industries Inc,Kulicke,,NASDAQ,False
"Kura Oncology, Inc.",Kura,KURA,NASDAQ,False
"KVH Industries, Inc.",KVH,,NASDAQ,False
L&G Asia Pacific ex Japan Equity UCITS ETF USD Accumulating,L&G,,Deutsche Börse Xetra,False
L&G Asia Pacific ex Japan Equity UCITS ETF USD Accumulating,L&G,,London Stock Exchange,False
L&G Battery Value-Chain UCITS ETF GBP Accumulating,L&G,,London Stock Exchange,True
L&G Europe ex UK Equity UCITS ETF EUR Accumulating,L&G,,Netherlands,False
L&G Europe ex UK Equity UCITS ETF EUR Accumulating,L&G,,London Stock Exchange,False
L&G Europe ex UK Equity UCITS ETF EUR Accumulating,L&G,,London Stock Exchange,False
L&G Global Equity UCITS ETF USD Accumulating,L&G,,London Stock Exchange,False
L&G Global Equity UCITS ETF USD Accumulating,L&G,,Netherlands,False
L&G Global Equity UCITS ETF USD Accumulating,L&G,,London Stock Exchange,False
L&G Japan Equity UCITS ETF USD Accumulating,L&G,,London Stock Exchange,False
L&G Japan Equity UCITS ETF USD Accumulating,L&G,,London Stock Exchange,False
Ladder Capital Corp,Ladder,LADR,NYSE,False
Landmark Infrastructure Part,Landmark,,NASDAQ,False
"Landstar System, Inc.",Landstar,,NASDAQ,False
"Lantern Pharma, Inc.",Lantern,,NASDAQ,False
"Lantheus Holdings, Inc.",Lantheus,,NASDAQ,False
"Lantronix, Inc.",Lantronix,LTRX,NASDAQ,False
"Laureate Education, Inc.",Laureate,,NASDAQ,False
Legg Mason,Legg,LM,NYSE,False
Leifheit AG,Leifheit,LEI,Deutsche Börse Xetra,False
"LeMaitre Vascular, Inc.",LeMaitre,,NASDAQ,False
Leverage Shares 2x Alphabet ETP,2x,GOOE,London Stock Exchange,False
Leverage Shares 2x Alphabet ETP,2x,GOO2,London Stock Exchange,False
Leverage Shares 2x JPMorgan Chase & Co. ETP,2x,2JPM,London Stock Exchange,False
Leverage Shares 2x Microsoft Corporation ETP,2x,MSF2,London Stock Exchange,False
Leverage Shares 2x Netflix ETP,2x,NFL2,London Stock Exchange,False
Leverage Shares 2x Nvidia ETP,2x,NVD2,London Stock Exchange,False
Leverage Shares 2x Salesforce ETP,2x,CRM,London Stock Exchange,False
"LHC Group, Inc.",LHC,LHCG,NASDAQ,False
Liberty Broadband Corporation - Class A,Liberty,,NASDAQ,False
Liberty Latin America Ltd. Class A,Liberty,,NASDAQ,False
Liberty Latin America Ltd. Class C,Liberty,,NASDAQ,False
"Ligand Pharmaceuticals, Inc.",Ligand,,NASDAQ,False
"Lincoln Electric Holdings, Inc.",Lincoln,,NASDAQ,False
Lincoln National,Lincoln,,NYSE,False
"Liquidity Services, Inc.",Liquidity,,NASDAQ,False
"Lithia Motors, Inc.",Lithia,LAD,NYSE,False
Littelfuse Inc,Littelfuse,LFUS,NASDAQ,False
"Live Oak Bancshares, Inc.",Live,,NASDAQ,False
Liveramp Holdings Inc,Liveramp,,NYSE,False
Loews Corp.,Loews,L,NYSE,False
"LogMein, Inc.",LogMein,LOGM,NASDAQ,False
Lowland Investment Company PLC,Lowland,,London Stock Exchange,False
Luminex Corporation,Luminex,LMNX,NASDAQ,False
Luna Innovations Incorporated,Luna,,NASDAQ,False
Lyxor Australia S&P/ASX 200,Lyx,,Deutsche Börse Xetra,False
Lyxor Core Morningstar UK NT (DR) UCITS ETF - Dist,Lyxor,,London Stock Exchange,False
Lyxor Core STOXX Europe 600 (DR) - UCITS ETF Acc,Lyxor,,Deutsche Börse Xetra,False
Lyxor Core US TIPS (DR) UCITS ETF - Dist,Lyxor,,London Stock Exchange,False
Lyxor Core US TIPS (DR) UCITS ETF - Dist,Lyxor,,Deutsche Börse Xetra,False
Lyxor Core US TIPS (DR) UCITS ETF - Dist,Lyxor,,London Stock Exchange,False
Lyxor Daily Shortdax x2,Lyx,,Deutsche Börse Xetra,False
Lyxor DAX (DR),Lyxor,,Deutsche Börse Xetra,False
Lyxor ETF SG Global Value Beta,Lyx,,London Stock Exchange,False
Lyxor EURO STOXX 50 (DR) UCITS ETF - Dist,Lyxor,,Deutsche Börse Xetra,False
Lyxor Japan (TOPIX) (DR) UCITS ETF - Dist EUR,Lyxor,,London Stock Exchange,False
Lyxor MSCI Brazil UCITS ETF - Acc,Lyxor,,Deutsche Börse Xetra,False
Lyxor MSCI EM ESG Trend Leaders UCITS ETF - Acc,Lyxor,,London Stock Exchange,False
Lyxor MSCI EM ESG Trend Leaders UCITS ETF - Acc,Lyxor,,London Stock Exchange,False
Lyxor MSCI Korea UCITS ETF - Acc,Lyxor,,Deutsche Börse Xetra,False
Lyxor MSCI World Consumer Staples TR UCITS ETF,Lyxor,,London Stock Exchange,False
Lyxor Nasdaq-100 UCITS ETF - Acc,Lyxor,,London Stock Exchange,False
Lyxor Nasdaq-100 UCITS ETF - Acc,Lyxor,,Deutsche Börse Xetra,False
Lyxor STOXX Europe Select Dividend 30 UCITS ETF - Dist,Lyxor,,Deutsche Börse Xetra,False
Lyxor Turkey (DJ Turkey Titans 20),Lyx,,Deutsche Börse Xetra,False
"MacroGenics, Inc.",MacroGenics,MGNX,NASDAQ,False
"Magellan Health Services, Inc.",Magellan,,NASDAQ,False
"Magellan Midstream Partners, LP",Magellan,,NYSE,True
MakeMyTrip Limited,MakeMyTrip,MMYT,NASDAQ,False
"Manhattan Associates, Inc.",Manhattan,,NASDAQ,False
Manulife Financial Corporation,Manulife,,NYSE,False
Manz AG,Manz,M5Z,Deutsche Börse Xetra,False
"Marchex, Inc.",Marchex,MCHX,NASDAQ,False
"MarineMax, Inc.",MarineMax,HZO,NYSE,False
Masco Corp.,Masco,MAS,NYSE,False
Materialise NV ADR,Materialise,MTLS,NASDAQ,False
